annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,d_ref,scaling_factor,particle_size_min,particle_size_max
0.0001853,0.0001,0.00065344,0.00065344,0.999347,0.975843,0.00766625,1.21094e-07,1.21094e-07,0.000185197,7078.137,0.26,1.0,0.13,0.16
0.0003193,0.0001,0.00298648,0.00298648,0.997014,0.991791,0.0387873,9.53714e-07,9.53714e-07,0.00031839,7178.137,0.26,1.0,0.13,0.16
2.387e-07,0.0001,0.0544567,0.0544567,0.945543,0.9994,0.000376125,1.29966e-08,1.29966e-08,2.25662e-07,6578.137,0.26,1.0,0.16,0.18
1.516e-06,0.0001,0.0477144,0.0477144,0.952286,0.999319,0.0021205,7.23114e-08,7.23114e-08,1.44319e-06,6678.137,0.26,1.0,0.16,0.18
5.651e-06,0.0001,0.010476,0.010476,0.989524,0.997553,0.00228489,5.91969e-08,5.91969e-08,5.59152e-06,6778.137,0.26,1.0,0.16,0.18
1.957e-05,0.0001,0.0061144,0.0061144,0.993886,0.996342,0.00531809,1.19682e-07,1.19682e-07,1.94541e-05,6878.137,0.26,1.0,0.16,0.18
4.902e-05,0.0001,0.00209392,0.00209392,0.997906,0.984314,0.00311883,1.02651e-07,1.02651e-07,4.89207e-05,6978.137,0.26,1.0,0.16,0.18
0.0001177,0.0001,0.00161929,0.00161929,0.998381,0.974582,0.00462277,1.90578e-07,1.90578e-07,0.000117501,7078.137,0.26,1.0,0.16,0.18
0.0002054,0.0001,0.00285269,0.00285269,0.997147,0.989608,0.0197053,5.85856e-07,5.85856e-07,0.000204784,7178.137,0.26,1.0,0.16,0.18
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6578.137,0.26,1.0,0.18,0.21
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6678.137,0.26,1.0,0.18,0.21
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6778.137,0.26,1.0,0.18,0.21
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6878.137,0.26,1.0,0.18,0.21
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6978.137,0.26,1.0,0.18,0.21
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,7078.137,0.26,1.0,0.18,0.21
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,7178.137,0.26,1.0,0.18,0.21
2.699e-07,0.0001,0.0529949,0.0529949,0.947005,0.999388,0.000417427,1.43032e-08,1.43032e-08,2.55595e-07,6578.137,0.26,1.0,0.21,0.24
7.971e-07,0.0001,0.0438908,0.0438908,0.956109,0.999265,0.00103698,3.49858e-08,3.49858e-08,7.62123e-07,6678.137,0.26,1.0,0.21,0.24
5.263e-06,0.0001,0.00936038,0.00936038,0.99064,0.997376,0.00198704,4.92593e-08,4.92593e-08,5.21327e-06,6778.137,0.26,1.0,0.21,0.24
2.261e-05,0.0001,0.00529644,0.00529644,0.994704,0.992138,0.00286123,1.19772e-07,1.19772e-07,2.24939e-05,6878.137,0.26,1.0,0.21,0.24
4.669e-05,0.0001,0.00234554,0.00234554,0.997654,0.983319,0.00279239,1.09514e-07,1.09514e-07,4.65807e-05,6978.137,0.26,1.0,0.21,0.24
7.383e-05,0.0001,0.00191207,0.00191207,0.998088,0.972346,0.00266457,1.41164e-07,1.41164e-07,7.36866e-05,7078.137,0.26,1.0,0.21,0.24
8.979e-05,0.0001,0.00329716,0.00329716,0.996703,0.992609,0.0121084,2.96039e-07,2.96039e-07,8.94903e-05,7178.137,0.26,1.0,0.21,0.24
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6578.137,0.26,1.0,0.24,0.27
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6678.137,0.26,1.0,0.24,0.27
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6778.137,0.26,1.0,0.24,0.27
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6878.137,0.26,1.0,0.24,0.27
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6978.137,0.26,1.0,0.24,0.27
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,7078.137,0.26,1.0,0.24,0.27
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,7178.137,0.26,1.0,0.24,0.27
7.553e-08,0.0001,0.0512459,0.0512459,0.948754,0.999372,0.00011409,3.87064e-09,3.87064e-09,7.16602e-08,6578.137,0.26,1.0,0.27,0.3
2.507e-07,0.0001,0.0542985,0.0542985,0.945702,0.999399,0.000394281,1.36102e-08,1.36102e-08,2.37046e-07,6678.137,0.26,1.0,0.27,0.3
1.431e-06,0.0001,0.0120999,0.0120999,0.9879,0.997941,0.000686332,1.73094e-08,1.73094e-08,1.41323e-06,6778.137,0.26,1.0,0.27,0.3
5.729e-06,0.0001,0.00682652,0.00682652,0.993173,0.997063,0.00193742,3.91093e-08,3.91093e-08,5.68991e-06,6878.137,0.26,1.0,0.27,0.3
1.353e-05,0.0001,0.00246739,0.00246739,0.997533,0.984568,0.000874797,3.33913e-08,3.33913e-08,1.34997e-05,6978.137,0.26,1.0,0.27,0.3
1.895e-05,0.0001,0.00082583,0.00082583,0.999174,0.968274,0.000596875,1.56515e-08,1.56515e-08,1.89368e-05,7078.137,0.26,1.0,0.27,0.3
2.952e-05,0.0001,0.00304815,0.00304815,0.996952,0.984676,0.00192033,8.99725e-08,8.99725e-08,2.94271e-05,7178.137,0.26,1.0,0.27,0.3
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6578.137,0.26,1.0,0.3,0.33
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6678.137,0.26,1.0,0.3,0.33
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6778.137,0.26,1.0,0.3,0.33
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6878.137,0.26,1.0,0.3,0.33
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,6978.137,0.26,1.0,0.3,0.33
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,7078.137,0.26,1.0,0.3,0.33
0.0,0.0001,,,,0.0,0.0,0.0,0.0,0.0,7178.137,0.26,1.0,0.3,0.33
